Timestamp,Accel_X,Accel_Y,Gyro_Z,Mag_X,Mag_Y,GPS_x,GPS_Y,Calc_Accel_X,Calc_Accel_Y,Calc_Gyro_Z,Calc_Mag_X_Y,Filter_value,Alfa
98708,16451,1283,-163,-6141,833,-1869,4634.6655,02422.5616,4.93,0.38,-0.02,-1.6150882561721756,-1.6146252243268948
98748,17924,790,-84,-6161,853,-1803,4634.6655,02422.5616,5.37,0.24,-0.01,-1.6119301596505722,-1.6109625341373146
98781,18803,830,-294,-6161,853,-1803,4634.6655,02422.5616,5.63,0.25,-0.04,-1.6111157819837902,-1.6109625341373146
98785,19593,667,-500,-6161,853,-1803,4634.6655,02422.5616,5.87,0.20,-0.07,-1.6111924696878475,-1.6109625341373146
98790,19707,595,-642,-6161,853,-1803,4634.6655,02422.5616,5.90,0.18,-0.09,-1.6114768923694032,-1.6109625341373146
98794,19937,421,-949,-6161,853,-1803,4634.6655,02422.5616,5.97,0.13,-0.13,-1.6120948989254835,-1.6109625341373146
98809,20368,29,-1248,-6261,912,-1729,4634.6655,02422.5616,6.10,0.01,-0.17,-1.605907919362571,-1.5998278925624125
98814,20441,92,-810,-6261,912,-1729,4634.6655,02422.5616,6.12,0.03,-0.11,-1.6027587409279875,-1.5998278925624125
98818,20521,183,-1220,-6261,912,-1729,4634.6655,02422.5616,6.14,0.05,-0.16,-1.6021916972083028,-1.5998278925624125
98823,20476,-148,-1350,-6261,912,-1729,4634.6655,02422.5616,6.13,-0.04,-0.18,-1.6022187280898084,-1.5998278925624125
98838,19536,-756,-1380,-6261,912,-1729,4634.6655,02422.5616,5.85,-0.23,-0.18,-1.6022131100777817,-1.5998278925624125
98843,18723,-491,-1265,-6261,912,-1729,4634.6655,02422.5616,5.61,-0.15,-0.17,-1.6020667086324014,-1.5998278925624125
98847,18441,-329,-1558,-6261,912,-1729,4634.6655,02422.5616,5.52,-0.10,-0.21,-1.602510493996604,-1.5998278925624125
98852,17626,-342,-1358,-6261,912,-1729,4634.6655,02422.5616,5.28,-0.10,-0.18,-1.602274983719884,-1.5998278925624125
98867,15368,-422,-1931,-6261,912,-1729,4634.6655,02422.5616,4.60,-0.13,-0.26,-1.603197652699356,-1.5998278925624125
98871,14753,-519,-2510,-6261,912,-1729,4634.6655,02422.5616,4.42,-0.16,-0.33,-1.6044233981999718,-1.5998278925624125
98876,14203,-534,-2372,-6261,912,-1729,4634.6655,02422.5616,4.25,-0.16,-0.32,-1.604727690058913,-1.5998278925624125
98881,13978,-553,-2834,-6261,912,-1729,4634.6655,02422.5616,4.18,-0.17,-0.38,-1.605581143979157,-1.5998278925624125
98896,13126,-442,-3060,-6261,912,-1729,4634.6655,02422.5616,3.93,-0.13,-0.41,-1.6062510225780782,-1.5998278925624125
98900,13375,-295,-3250,-6261,912,-1715,4634.6655,02422.5616,4.00,-0.09,-0.43,-1.606774827566237,-1.599918255528005
98905,13577,-225,-2845,-6227,863,-1715,4634.6655,02422.5616,4.06,-0.07,-0.38,-1.6124625067225533,-1.609848309421097
98910,13770,-54,-3415,-6227,863,-1715,4634.6655,02422.5616,4.12,-0.02,-0.45,-1.6154939310433385,-1.609848309421097
98925,14810,265,-2707,-6227,863,-1715,4634.6655,02422.5616,4.43,0.08,-0.36,-1.6154457620142548,-1.609848309421097
98929,14766,460,-2532,-6227,863,-1715,4634.6655,02422.5616,4.42,0.14,-0.34,-1.6151335405470983,-1.609848309421097
98934,14889,739,-2469,-6227,863,-1715,4634.6655,02422.5616,4.46,0.22,-0.33,-1.6148520868907028,-1.609848309421097
98938,15048,884,-1907,-6227,863,-1715,4634.6655,02422.5616,4.51,0.26,-0.25,-1.6136847346279661,-1.609848309421097
98953,15455,707,-1333,-6227,863,-1715,4634.6655,02422.5616,4.63,0.21,-0.18,-1.6123188168897717,-1.609848309421097
98958,15162,694,-811,-6227,863,-1715,4634.6655,02422.5616,4.54,0.21,-0.11,-1.6108869027020258,-1.609848309421097
98962,15251,648,-587,-6227,863,-1715,4634.6655,02422.5616,4.57,0.19,-0.08,-1.6099534627791183,-1.609848309421097
98967,15514,478,-227,-6227,863,-1715,4634.6655,02422.5616,4.64,0.14,-0.03,-1.6089576025505075,-1.609848309421097
98982,15737,881,681,-6227,863,-1715,4634.6655,02422.5616,4.71,0.26,0.09,-1.6070453532461002,-1.609848309421097
98986,15850,904,865,-6227,863,-1715,4634.6655,02422.5616,4.75,0.27,0.12,-1.6059558185489442,-1.609848309421097
